,Artist,Song,Lyrics
380,Dua Lipa,Retrograde (Demo),"[Verse 1].Every night I prayed for, prayed for clarity.All while you were lying right there next to me.You barely even noticed I was losing sleep.You barely even noticed you were losing me, mmm..[Pre-Chorus].Don't say shit to me.Don't say a word to me.Don't ask me to change.Don't want your heart to break.Words don't hurt no more.I heard it all before.Don't ask me to change.Don't want your heart to break..[Chorus].Don't want your heart to break.Don't want your heart to break.Ain't goin' backwards now.Ain't goin' backwards now.Ain't doin' retrograde.Ain't doin' retrogradе.Ain't goin' backwards now.Ain't goin' backwards now.[Post-Chorus].Ain't doin' retrograde..[Verse 2].Is it just that you're so damn oblivious?.Or is it just that you don't takе me serious? (Mmm).Counting my excuses more than millions (Oh).Boy, I'm done with it, done with it, done with it.I don't even know what I'm doing here..[Pre-Chorus].Don't say shit to me.Don't say a word to me.Don't ask me to change.Don't want your heart to break.Words don't hurt no more.I heard it all before.Don't ask me to change (Oh).Don't want your heart to break (Oh)..[Chorus].Don't want your heart to break.Don't want your heart to break.Ain't goin' backwards now.Ain't goin' backwards now.Ain't doin' retrograde.Ain't doin' retrograde.Ain't goin' backwards now.Ain't goin' backwards now.[Outro].Ain't doin' retrograde.Ain't goin' backwards now.Ain't doin' retrogradeEmbedShare URLCopyEmbedCopy"
381,Dua Lipa,Hooligan,[Unreleased]EmbedShare URLCopyEmbedCopy
382,Dua Lipa,Look So Good,[Unreleased]EmbedShare URLCopyEmbedCopy
383,Dua Lipa,Genesis (Acoustic),"[Verse 1].In the beginning.God created Heaven and Earth.For what it's worth, I think that he might've created you first.Just my opinion.Your body is the one paradise that I wanna fly to.Every day and every night..[Pre-Chorus].I've been sick and tired of running.Chasing all of the flashing lights.These late nights don't mean nothing.So I just wanna apologize.I'm sorry, so sorry.I'm sorry, yeah..[Chorus].I need your love.And I'm dying for the rush.'Cause my heart ain't got enough.I need your touch.This is getting serious.Tell me that it's not the end of us.How can we go back to the beginning?.How can we go back to the beginning?.Without you, I’ve got no air to breathe in.How can we go back to the beginning?.[Verse 2].Don’t matter what’s written.We can start all over again, all over again.Oh, how can I get you all over my skin?.My deep intuition tells me that I'm doing you wrong.If I don't come home.Just say you forgive me and don't let me go..[Pre-Chorus].I've been sick and tired of running.Chasing all of the flashing lights.These late nights don't mean nothing.So I just wanna apologize.I'm sorry, so sorry.I'm sorry, yeah..[Chorus].I need your love.And I'm dying for the rush.'Cause my heart ain't got enough.I need your touch.This is getting serious.Tell me that it's not the end of us.How can we go back to the beginning?.How can we go back to the beginning?.Without you, I’ve got no air to breathe in.How can we go back to the beginning?.[Bridge].You know.I'll roar like a lion for you.You know I'll keep trying.'Til the sun stops rising..[Chorus].I need your love.And I'm dying for the rush.'Cause my heart ain't got enough.I need your touch.This is getting serious.Tell me that it's not the end of us.How can we go back to the beginning?.How can we go back to the beginning?.Without you, I've got no air to breathe in.How can we go back to the beginning?EmbedShare URLCopyEmbedCopy"
384,Dua Lipa,One for the Night,"[Intro].(Hey).Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (Hey, hey, hey).Woah-oh-oh-oh, oh-oh..[Verse 1].I left him, it hurt bad.Letting go of what we had.But someone had to pull the trigger.Shoot love dead, it had to be me..[Pre-Chorus].So baby, pour me up, pour me up (Hey, hey, hey).I can't live with this unless I'm drunk..[Chorus].One for the night, one for the road.I'm gonna drown myself in liquor to let go.One for the night, before they close.To sooth the darkness, all the darkness in my soul.One for the night.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (Oh, oh, oh).One more tonight.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (Oh, oh, oh).(Oh).[Verse 2].Thеy love me, I love thеm (Hey, hey, hey, hey).I hurt them, they come back again.Keep telling me that I can solve their problems.(Hey, hey, hey, hey).It's always the same..[Pre-Chorus].So baby, pour me up, pour me up.I can't live with this unless I'm drunk..[Chorus].One for the night, one for the road.I'm gonna drown myself in liquor to let go.One for the night, before they close.To sooth the darkness, all the darkness in my soul.One for the night.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (Oh, oh, oh).One more tonight.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (Oh, oh, oh).(Oh).[Bridge].Blood on my hands, 'cause I'm in love.With more than one man and have to give one up.Charged guilty and light me up.'Cause I can't choose the one I want..[Chorus].One for the night, one for the road.I'm gonna drown myself in liquor to let go.One for the night, before they close.To sooth the darkness, all the darkness in my soul.One for the night.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (One for the night).Woah-oh-oh-oh, oh-oh (Oh, oh, oh).One more tonight.Woah-oh-oh-oh, oh-oh.Woah-oh-oh-oh, oh-oh (One for the night).Woah-oh-oh-oh, oh-oh (Oh, oh, oh).One for the night.Woah-oh-oh-oh-oh-oh (Yeah).Woah-oh-oh-oh-oh-oh.(Yeah, yeah, yeah, yeah, yeah, yeah).Woah-oh-oh-oh-oh-oh, oh, oh, oh.One more tonight.Woah-oh-oh-oh-oh-oh (Mmm).Woah-oh-oh-oh-oh-oh.Woah-oh-oh-oh-oh-oh (Oh, oh, oh).(Oh)EmbedShare URLCopyEmbedCopy"
385,Dua Lipa,Wrong Number (Demo),"[Verse 1].Stayin' up 'til the A.M.Call you out on all your bullshit.Whenever it's convenient for ya.You remember all the good stuff.It was sweet before the fall.You and I got comfortable quick.But whenever it's convenient for ya.You remember all the good stuff..[Pre-Chorus].You are forgetting we fell apart.I mean, look where we are.You are remembering everything wrong.You remember it wrong..[Chorus].If you want me 'cause you heard somebody mention my name.And you wanna know if we can act like nothing has changed.Wrong number (Na-na-na-na, na-na-na-na).You got the wrong number.If you're callin' because I happen to dance in your mind.And you wanna feel the way I made you feel one more time.Wrong number (You got the, you got the).You got the wrong number.[Verse 2].When you're thinking of the end.You're only hearin' me say, ""I love ya"".You don't hear the door you slammed after.You remember all the good stuff..[Pre-Chorus].You are forgetting we fell apart.I mean, look where we are.You are remembering everything wrong.You remember it wrong..[Chorus].If you want me 'cause you heard somebody mention my name.And you wanna know if we can act like nothing has changed.Wrong number (Na-na-na-na, na-na-na-na).You got the wrong number.If you're callin' because I happen to dance in your mind.And you wanna feel the way I made you feel one more time.Wrong number (You got the, you got the).You got the wrong number..[Break].(Wrong number).(Wrong number).[Chorus].If you want me 'cause you heard somebody mention my name.And you wanna know if we can act like nothing has changed.Wrong number (You got the, you know that you got the).Wrong number (Na-na-na-na, boy, na-na-na-na).If you're callin' because I happen to dance in your mind.And you wanna feel the way I made you feel one more time.Wrong number (You got the, you got the).You got the wrong numberEmbedShare URLCopyEmbedCopy"
386,Dua Lipa,Blow Your Mind (Mwah) [Acoustic],"[Verse 1].I know it’s hot.I know we've got.Something that money can’t buy.Fighting in fits.Biting your lip.Loving 'til late in the night..[Pre-Chorus].Tell me I’m too crazy.You can’t tame me, can't tame me.Tell me I have changed.But I’m the same me, the same me.Inside.Hey!..[Chorus].If you don’t like the way I talk, then why am I on your mind?.If you don’t like the way I rock, then finish your glass of wine.We fight and we argue, you'll still love me blind.If we don’t fuck this whole thing up.Guaranteed, I can blow your mind.Mwah!..[Post-Chorus].And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah.And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah.(Mwah, mwah, mwah, mwah...).[Verse 2].Yeah, I'm so bad.Best that you’ve had.I guess you’re diggin' the show.Open the door.If you want some more.When you wanna leave, let me know..[Pre-Chorus].Tell me I’m too crazy.You can’t tame me, can't tame me.Tell me I have changed.But I’m the same me, the same me.Inside.Hey!..[Chorus].If you don’t like the way I talk, then why am I on your mind?.If you don’t like the way I rock, then finish your glass of wine.We fight and we argue, you'll still love me blind.If we don’t fuck this whole thing up.Guaranteed, I can blow your mind.Mwah!..[Post-Chorus].And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah.And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah.[Breakdown].And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah, hey!.And tonight I’m alive, ain't no dollar sign.Guaranteed I can blow your mind, hey!..[Pre-Chorus].Tell me I’m too crazy.You can’t tame me, can't tame me.Tell me I have changed.But I’m the same me, old same me.Inside.Hey!.Mwah!..[Chorus].If you don’t like the way I talk, then why am I on your mind?.If you don’t like the way I rock, then finish your glass of wine.We fight and we argue, you'll still love me blind.If we don’t fuck this whole thing up.Guaranteed, I can blow your mind.Mwah!..[Post-Chorus].And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwah.And tonight I’m alive, ain't no dollar sign.Guaranteed, I can blow your mind, mwahEmbedShare URLCopyEmbedCopy"
387,Dua Lipa,Delicious,"[Intro].Uh, uh, uh.Uh, uh, uh, uh..[Verse 1].Take me, you got me up all night.The feeling I can’t hide.You’re something I can’t stop cravin’.Baby, you got me up all night.You know that I can’t lie.You’re something I can’t stop cravin’..[Pre-Chorus].Delicious and nutritious.And I just can’t let you go, no, no.I just can’t let you go, no, no.I just can’t let you go.You’re my diet, I’m delighted.Like a yummy Romeo.Li-li-li-like a Romeo, no, no.I just can’t let you go..[Chorus].I’m never gonna let you go.When you’re talking that sweet to me.Whenever I hear the words.You’re so delicious, so I try to not let it show.Got me weak in the knees.Whenеver I hear the words.You’rе so delicious, baby.You’re so delicious, baby.[Verse 2].Lately you got my attention.I don’t need to mention.You know what I got on my mind.Baby, you know that it felt right.The moment we locked eyes.There’s something I can’t stop cravin’..[Pre-Chorus].Delicious and nutritious.And I just can’t let you go, no, no.I just can’t let you go, no, no.I just can’t let you go.You’re my diet, I’m delighted.Like a yummy Romeo.Li-li-li-like a Romeo, no, no.I just can’t let you go..[Chorus].I’m never gonna let you go.When you’re talking that sweet to me.Whenever I hear the words.You’re so delicious, so I try to not let it show.Got me weak in the knees.Whenever I hear the words.You’re so delicious, baby.[Bridge].(You’re so delicious).Whenever I hear the words.You’re so delicious, baby.(You’re so delicious).Whenever I hear the words.You’re so delicious..[Chorus].I’m never gonna let you go.When you’re talking that sweet to me.Whenever I hear the words.You’re so delicious, so I try to not let it show.Got me weak in the knees.Whenever I hear the words.You’re so delicious, baby.Never gonna let you go.When you’re talking that sweet to me.Whenever I hear the words.You’re so delicious, so I try to not let it show.Got me weak in the knees.Whenever I hear the words.You’re so delicious, baby.You’re so delicious, baby.(You're so delicious).You're so delicious.[Outro].Uh, uh, uh.Uh, uh, uh, uhEmbedShare URLCopyEmbedCopy"
388,Dua Lipa,New Rules (Freedo Remix),"[Intro].One, one, one, one, one.....[Verse 1].Talkin' in my sleep at night, makin' myself crazy.(Out of my mind, out of my mind).Wrote it down and read it out, hopin' it would save me.(Too many times, too many times).My love, he makes me feel like nobody else, nobody else.But my love, he doesn't love me, so I tell myself, I tell myself..[Pre-Chorus].One: Don't pick up the phone.You know he's only callin' 'cause he's drunk and alone.Two: Don't let him in.You'll have to kick him out again.Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..[Chorus].I got new rules, I count 'em.Rules, I count 'em.I gotta tell them to myself.I got new rules, I count 'em.I gotta tell them to myself.[Verse 2].I keep pushin' forwards, but he keeps pullin' me backwards.(Nowhere to turn, no way).(Nowhere to turn, no).Now I'm standin' back from it, I finally see the pattern.(I never learn, I never learn).But my love, he doesn't love me, so I tell myself, I tell myself.I do, I do, I do..[Pre-Chorus].One: Don't pick up the phone.You know he's only callin' 'cause he's drunk and alone.Two: Don't let him in.You'll have to kick him out again.Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..[Chorus].I got new rules, I count 'em.Rules, I count 'em.I gotta tell them to myself.I got new rules, I count 'em.I gotta tell them to myself..[Bridge].Practice makes perfect.I'm still tryna learn it by heart (I got new rules, I count 'em).Eat, sleep, and breathe it.Rehearse and repeat it, 'cause I... (I got new, I got new, I-I-I...).[Pre-Chorus].One: Don't pick up the phone (yeah).You know he's only callin' 'cause he's drunk and alone (alone).Two: Don't let him in (uh-ooh).You'll have to kick him out again (again).Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..[Chorus].I got new rules, I count 'em (I got new rules, I count 'em).(Whoa-ooh, whoa-ooh, whoa).I gotta tell them to myself.I got new rules, I count 'em.(Baby, you know I count 'em).I gotta tell them to myself..[Outro].Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't, don't....Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't, don't....You're gettin' over himEmbedShare URLCopyEmbedCopy"
389,Dua Lipa,Love Is Religion (The Blessed Madonna Remix),"[Verse 1].I see the lights, dancing, dancing in your eyes.So how do I begin to tell you now.That I can be the one to bring your angel out?.In this life of sin..[Pre-Chorus].I can be your muse, I can be your ally.I can be your moon, I can be your sacrifice.I can be forever, little touch of Heaven tonight.Put your hands together and close your eyes..[Chorus].Tell me you believe, get down on your knees.They say love is religion, so say a prayer with me.I don't wanna preach, but I'm all that you need.They say love is religion, so say a prayer with me..[Post-Chorus].They say love is religion..[Verse 2].There's a fire rising in my heart like a choir.I can hear them singing our favourite song.The one that played while I was layin' in your arms.Just let me stay in your arms 'cause.[Pre-Chorus].I can be your gold, I can be your delight.I can be feed your soul, I can be your sacrifice.I can be forever, little touch of Heaven for life.Put your hands together and close your eyes..[Chorus].Tell me you believe, get down on your knees.They say love is religion, so say a prayer with me.I don't wanna preach, but I'm all that you need.They say love is religion, so say a prayer with me..[Bridge].(Love is a religion) Put your hands together and close your eyes.(Love is a religion) Put your hands together and close your eyes.(Love is a religion) Put your hands together and close your eyes.(Love is a religion) Put your hands together and close your eyes..[Outro].They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes).They say love is religion.(Put your hands together and close your eyes)EmbedShare URLCopyEmbedCopy"
390,Dua Lipa,Do More,"[Verse 1].Look at us lookin' out, out the world through glass.While the hands on the clock spin around too fast.Gotta say I've had enough.Time to live at last.Eh-eh-eh-eh.Lose yourself for a night.Make your own mistakes.Speak the words on your mind.That you never say.What's a day without a risk?.Do it differently.(Oh yeah, oh yeah, yeah)..[Pre-Chorus].If you're waiting for the right time, baby.You'll be waiting for a lifetime for too long.Got a feeling now's the right time, baby..[Chorus].I wanna do more (Hey).I wanna do everything I've ever dreamed of.I wanna do more (Ooh-hoo).I ain't worried 'bout anybody else because.I wanna do more.(I wanna do) More.(I wanna, wanna do) More.I wanna do more (Ooh-ooh, ooh-ooh, ooh).[Verse 2].Finally I can see what my heart needs now.Hold my hand, dance with me, we can paint this town.What are we waiting for?.Time to live out loud (Eh-eh-ah-eh)..[Pre-Chorus].If you're waiting for the right time, baby.You'll be waiting for a lifetime for too long.Got a feeling now's the right time, baby..[Chorus].I wanna do more (Hey).I wanna do everything I've ever dreamed of.I wanna do more (Ooh-hoo).I ain't worried 'bout anybody else because.I wanna do more.(I wanna do) More.(I wanna, wanna do) More.I wanna do more (Ooh-ooh, ooh-ooh, ooh)..[Bridge].I don't wanna be that, I don't wanna be that.Favorite drunken call.Oh, say you will be mine.Say you will be mine.[Chorus].I wanna do more (Hey).I wanna do everything I've ever dreamed of.I wanna do more (Ooh-hoo).I ain't worried 'bout anybody else because.I wanna do more.(I wanna do) More.(I wanna, wanna do) More.I wanna do more (Ooh-ooh, ooh-ooh, ooh)EmbedShare URLCopyEmbedCopy"
391,Dua Lipa,UEFA Champions League Final Medley,"[Intro].Are you ready?..[Verse 1: ""One Kiss""].One kiss is all it takes.Fallin' in love with me.Possibilities.I look like all you need.One kiss is all it takes.Fallin' in love with me.Possibilities.I look like all you need..Let me take the night, I love real easy.And I know that you'll still wanna see me.On the Sunday morning, music real loud.Let me love you while the moon is still out..Something in you lit up heaven in me.The feeling won't let me sleep.'Cause I'm lost in the way you move, the way you feel..One kiss is all it takes.Fallin' in love with me.Possibilities.I look like all you need.One kiss is all it takes.Fallin' in love with me.Possibilities.I look like all you need.(One).I look like all you need.(One).I look like all you need..(I look like all you need).(I look, I look like).(Look, I look like all you need).(One, one, one, one...)..[Verse 2: ""No Lie,"" Sean Paul & Dua Lipa].Baby girl, yuh a carry ten ton a phatness, gimme some a' dat.Mixed wid the badness, look how she hot.Shaped like goddess, but a nah jus dat.Good piece 'a mentals under di cap.Hot piece of frame an mi love how yuh trod.Watching every step 'a di pepper deh whe yuh got.Stayin' in ma brain, memory cyah detach.Mainly my aim is to give you this love..Hypnotic, the way you move.Let me acknowledge the way you do.And I would not lie, baby you.Beam me up like Scotty.Well, it's hypnotic, the way you move.That's why I wanted to get to you.And I would not lie, baby you.Move so hypnotic.No lie-i-ie.Gyal we never miss.Feel your eyes, they're all over me.Don't be shy, take control of me.Get the vibe, it's gonna be lit tonight.Gyal we never miss, gyal we never miss.No li-i-i-ie.Hypnotized, pull another one.It's alright, I know what you want.Get the vibe, it's gonna be lit tonight.Gyal we never miss, gyal we never miss.No li-i-ie.Same suh we do it.No li-i-ie.It's always how we do it.No li-i-ie.Same suh we do it.It's gonna be lit tonight.No li-i-ie.Same suh we do it.No li-i-ie.It's always how we do it.No li-i-ie.Same suh we do it.It's gonna be lit tonight.No lie-i-ie.[Verse 3: ""Be the One""].Hey, I see the moon, I see the moon, I see the moon.Oh, when you're looking at the sun.You're not a fool, I'm not a fool, not a fool.No, you're not fooling anyone..Oh baby, come on, let me get to know you.Just another chance so that I can show.That I won't let you down and run.No, I won't let you down and run.'Cause I could be the one.I could be the one.I could be the one..[Verse 4: ""IDGAF""].You say you're sorry, but it's too late now.So save it, get gone, shut up.'Cause if you think I care about you now.Well, boy, I don't give a..I see you tryna' get to me.I see you beggin' on your knees (Please).Boy, I don't give a.So stop tryna' get to me.Tch, get up off your knees.'Cause, boy, I don't give a uh, uh, uh..[Verse 5: ""New Rules""].(One, one, one, one...)..Talkin' in my sleep at night, makin' myself crazy.(Out of my mind, out of my mind).Wrote it down and read it out, hopin' it would save me.(Too many times, too many times)..One: Don't pick up the phone.You know he's only callin' 'cause he's drunk and alone.Two: Don't let him in.You'll have to kick him out again.Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..I got new rules, I count 'em (Hey, come on!).I got new rules, I count 'em.I gotta tell them to myself.I got new rules, I count 'em.I gotta tell them to myself (Come on!)..Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't, don't....Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't...."
392,Dua Lipa,New Rules (Initial Talk Remix),"[Verse 1].Talkin' in my sleep at night, makin' myself crazy.(Out of my mind, out of my mind).Wrote it down and read it out, hopin' it would save me.(Too many times, too many times).My love, he makes me feel like nobody else, nobody else.But my love, he doesn't love me, so I tell myself, I tell myself..[Pre-Chorus].One: Don't pick up the phone.You know he's only callin' 'cause he's drunk and alone.Two: Don't let him in.You'll have to kick him out again.Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..[Chorus].I got new rules, I count 'em.I got new rules, I count 'em.I gotta tell them to myself.I got new, I got new.I gotta tell them to myself..[Verse 2].I keep pushin' forwards, but he keeps pullin' me backwards.(Nowhere to turn, no way).(Nowhere to turn, no).Now I'm standin' back from it, I finally see the pattern.(I never learn, I never learn).But my love, he doesn't love me, so I tell myself, I tell myself.I do, I do, I do.[Pre-Chorus].One: Don't pick up the phone.You know he's only callin' 'cause he's drunk and alone.Two: Don't let him in.You'll have to kick him out again.Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him..[Chorus].I got new rules, I count 'em.I got new rules, I count 'em.I gotta tell them to myself.I got new, I got new.I gotta tell them to myself..[Bridge].Practice makes perfect.I'm still tryna learn it by heart (I got new rules, I count 'em).Eat, sleep, and breathe it.Rehearse and repeat it, 'cause I... (I got new...)..[Pre-Chorus].One: Don't pick up the phone (yeah).You know he's only callin' 'cause he's drunk and alone (alone).Two: Don't let him in (uh-ooh).You'll have to kick him out again (again).Three: Don't be his friend.You know you're gonna wake up in his bed in the morning.And if you're under him, you ain't gettin' over him.[Chorus].I got new rules, I count 'em.I got new rules, I count 'em.I gotta tell them to myself.(Whoa-ooh, whoa-ooh, whoa).I-I-I-I-I-I gotta tell them to myself..[Outro].Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't, don't....Don't let him in, don't let him in.Don't, don't, don't, don't....Don't be his friend, don't be his friend.Don't, don't, don't, don't....You're gettin' over himEmbedShare URLCopyEmbedCopy"
393,Dua Lipa,Looking For Trouble,"[Intro].Hey, is this thing on?.Ah, ah-ah-ah, ah-ah, ah-ah.Ah, ah-ah-ah, ah-ah, ah-ah..[Verse 1].Call me a savage.When I'm shoutin' down that phone.You say I'm tragic.'Cause I'm picking fights alone.Over-dramatic.I swear this used to turn you on.I scream and I shout and I let it all out.But I just want you to know..[Verse 2].Call me romantic.Yeah, I do it all for love.You say it's plastic.'Cause you seen it all before.I know it's classic.But with the highs they come the lows.I scream and I shout and I let it all out.But I just want you to know that..[Pre-Chorus].(Ooh, ooh-ooh).Know I'm a lot but you got me now.(Ooh, ooh-ooh).Know that it's love when you stick around.(Ooh, ooh-ooh).Tell me if you're with it, are you with it or not?.(Ooh, ooh-ooh).[Chorus].I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah.I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah..[Verse 3].How do you stand it.When I drive you up the wall?.I know it's manic.But you're always break my fall.After the madness.We forgеt about it all.I scream and I shout and I let it all out.But I just want you to know that..[Pre-Chorus].(Ooh, ooh-ooh).Know I'm a lot but you got me now.(Ooh, ooh-ooh).Know that it's lovе when you stick around.(Ooh, ooh-ooh).Tell me if you're with it, are you with it or not?.(Ooh, ooh-ooh)..[Chorus].I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah.I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah.[Post-Chorus].Tell me when you, when you had enough.You ain't got time, time to listen up.I get you're mad, let me make it up.Oh-ooh-ooh-ooh-ooh, ooh-ooh-ooh..[Pre-Chorus].(Ooh, ooh-ooh).Know I'm a lot but you got me now.(Ooh, ooh-ooh).Know that it's love when you stick around.(Ooh, ooh-ooh).Tell me if you're with it, are you with it or not?.(Ooh, ooh-ooh)..[Chorus].I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah.I'm looking for tro-o-o-o-o-o-o-ouble.Tro-o-o-o-o-o-o-ah..[Post-Chorus].Tell me when you, when you had enough.You ain't got time, time to listen up.I get you're mad, let me make it up.Oh-ooh-ooh-ooh-ooh, ooh-ooh-ooh.[Outro].Ooh, ooh-oohEmbedShare URLCopyEmbedCopy"
394,Dua Lipa,Kiss and Make Up (Demo),"[Intro].Kiss, kiss and make up.Kiss, kiss and make up.Kiss, kiss and make up.Kiss, kiss and make up..[Verse 1].We haven't talked all morning.Bang my head, bang my head against the wall.I'm scared, I'm falling.Losing all, losing all my control.And I'm tired of talking.Feel myself saying the same old things.But this love's important.Don't wanna lose, don't wanna lose you this way..[Pre-Chorus].I, I, I, I, I, I, I, I, I, I.Feel like we about to break up.I, I, I, I, I, I, I, I, I, I.Just wanna kiss and make up one last time..[Chorus].Touch me like you touch nobody.Put your hands all up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.How about we leave this party?.'Cause all I want is you up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.[Verse 2].I've been drinking.Maybe that's, maybe that's why I'm feeling.So mistaken.All this love, all this love got me bad.Hallucinating.Every time that you're next to me.I'm losing patience.So can we go, can we go all night long?..[Pre-Chorus].I, I, I, I, I, I, I, I, I, I.Feel like we about to break up.I, I, I, I, I, I, I, I, I, I.Just wanna kiss and make up one last time..[Chorus].Touch me like you touch nobody.Put your hands all up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.How about we leave this party?.'Cause all I want is you up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.[Bridge].Take the tension and.Just give a little love and affection.So tell me, can we work this whole thing out?.Work this whole thing out.I hate the pressure.There wasn't any when I met you.So tell me, can we work this whole thing out?.Work this whole thing out.Kiss, kiss and make up..[Chorus].Touch me like you touch nobody.Put your hands all up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.How about we leave this party?.'Cause all I want is you up on me.Tired of hearing sorry.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make up..[Outro].Kiss, kiss and make up.Kiss and make, kiss, kiss and make up.Kiss, kiss and make up.Kiss and make, kiss, kiss and make upEmbedShare URLCopyEmbedCopy"
