,Artist,Song,Lyrics
45,Patti Smith,Capitol Letter,"Rebellion has a heart
Breaking as the dawn
Bursting into song
Bursting into song
Bird in the hand
Another role to play
Mocking as the jay
Mocking as the jay
She's the silent one
In her soft boots
Racing through the flames
Racing through the flames
She's the silent one
In her soft boots
Trawling her bow
And her only truth
Rebellion is an arrow
Wired to the sun
Igniting everyone
Igniting everyone
Bird in the hand
Another role to play
Mocking as the jay
Mocking as the jay
She's the silent one
In her soft boots
Racing through the flames
Racing through the flames
She's the silent one
In her soft boots
Mocking as the jay
And she'll be mocking youEmbedShare URLCopyEmbedCopy"
46,Patti Smith,White Rabbit,"One pill makes you larger
And one pill makes you small
And the ones that mother gives you
Don't do anything at all
Go ask Alice
When she's ten feet tall
And if you go chasing rabbits
And you know you're going to fall
Tell 'em a hookah-smoking caterpillar
Has given you the call
Call Alice
When she was just small
When men on the chessboard
Get up and tell you where to go
And you've just had some kind of mushroom
And your mind is moving low
Go ask Alice
I think she'll know
When logic and proportion
Have fallen sloppy dead
And the White Knight is talking backwards
And the Red Queen's ""off with her head!""
Remember what the dormouse said:
""Feed your head
Feed your head
Feed your head""
You're getting smallerEmbedShare URLCopyEmbedCopy"
47,Patti Smith,Banga,"Loyalty rests in the heart of a dog
Don't set all your eggs on the back of a frog
You can lick it twice but it won't lick you
And salvating salvation gone so long so
Loyalty lives and we don't know why
And the paw is pressed against the nerve of the sky
You can leave him behind but he won't leave you
And the road to Heaven is true--true blue
Banga / Say--Banga
Loyalty lives and we don't know why
And his paws are pressed to the spine of the sky
You can leave him twice, but he won't leave you
And the way to Heaven is true--true blue
Banga / Say--Banga
Loneliness lifts when you open the night
Pilate awaits, as Jesus Christ
Forget him not--won't forget about you
The way to Heaven is blue--boo hoo
Banga / Say--Banga
Loyalty shifts if you carry a load
Ah, don't shit it out in a golden commode
You can kick him twice--it'll erode
Night is a mongrel--believe or explode
On the lonely night on a golden rode
Night is a mongrel--believe or explodeEmbedShare URLCopyEmbedCopy"
48,Patti Smith,Grateful,"Ours is just another skin
That simply slips away
You can rise above it
It will shed easily
It all will come out fine
I've learned it line by line
One common wire
One silver thread
All that you desire
Rolls on ahead
Like a ship in a bottle
Held up to the sun
Sails ain't going nowhere
You can count every one
Until it crashes unto the earth
And simply slips away
You can hide in the open
Or just disappear
Ours is just a craving
And a twist of the wrist
Will undo the stopper
With abrupt tenderness
Die little sparrow
And awake
Singing
It all will come out fine
I've learned it line by line
One common wire
One silver thread
All that you desire
Rolls on aheadEmbedShare URLCopyEmbedCopy"
49,Patti Smith,Are You Experienced?,"If you can just get your mind together
Then come on across to me
We'll hold hands and then we'll watch the sun rise
From the bottom of the sea
Are you experienced?
Have you ever been experienced?
Well, I have
Well, I know, I know you'll probably scream and cry
That your little world won't let you go
But who in your measly little world are trying to prove
That you're made out of gold and -a can't be sold
So, are you experienced?
Have you ever been experienced?
Well, I have
Ah, let me prove it to you
Hurray, I awake from yesterday
Alive but the war is here to stay
So my darling and me
Decide to take our last walk through the noise to the sea
Not to die but to be reborn
Away from lands so battred and torn
Forever
So, you see it's really such a mess
Every inch of earth is a fighting nest
Giant pencil and lipstick-tube shaped things
Continue to rain and cause screamin' pain
And the arctic stains from silver blue to bloody red
As our feet find the sand
And the sea is straight ahead
Straight ahead
Straight ahead
Trumpets and violins, I hear in the distance
I think they're calling our names
Maybe now you can't hear them, but you will, you will
If you just take hold of my hand
Are you experienced?
Have you ever been experienced?
Well, I have
Not necessarily stoned
But beautifulEmbedShare URLCopyEmbedCopy"
50,Patti Smith,The Mermaid Song,"Do you remember me
The ocean rolled
Time was slow
We felt an energy
The cock was crowing
The rum was flowing
A mermaid burns to sea
Beyond the sea
And if i could
Turn where you stood
Would u feel me
Would it be good
Would u remember
So turn the little key
The ocean rolls
Time is slow
Turn the little key
The cock is crowing
The rum is flowing
A mermaid burns to sea
Beyond the sea
I long to see
I long to see
If there's a page for me
Do you remember me
The ocean rolled
Time was slow
We felt an energy
The cock was crowing
The rum was flowing
A mermaid burns to sea
Beyond the sea
I long to see
I long to see
If there a page for me
A page for me
In your diaryEmbedShare URLCopyEmbedCopy"
51,Patti Smith,Foreword (Just Kids),"I was asleep when he died. I had called the hospital to say one more good night, but he had gone under, beneath layers of morphine. I held the receiver and listened to his labored breathing through the phone, knowing I would never hear him again.
Later I quietly straightened my things, my notebook and fountain pen. The cobalt inkwell that had been his. My Persian cup, my purple heart, a tray of baby teeth. I slowly ascended the stairs, counting them, fourteen of them, one after another. I drew the blanket over the baby in her crib, kissed my son as he slept, then lay down beside my husband and said my prayers. He is still alive, I remember whispering. Then I slept.
I awoke early, and as I descended the stairs I knew that he was dead. All was still save the sound of the television that had been left on in the night. An arts channel was on. An opera was playing. I was drawn to the screen as Tosca declared, with power and sorrow, her passion for the painter Cavaradossi. It was a cold March morning and I put on my sweater.
I raised the blinds and brightness entered the study. I smoothed the heavy linen draping my chair and chose a book of paintings by Odilon Redon, opening it to the image of the head of a woman floating in a small sea. Les yeux clos. A universe not yet scored contained beneath the pale lids. The phone rang and I rose to answer.
It was Robert’s youngest brother, Edward. He told me that he had given Robert one last kiss for me, as he had promised. I stood motionless, frozen; then slowly, as in a dream, returned to my chair. At that moment, Tosca began the great aria “Vissi d’arte.” I have lived for love, I have lived for Art. I closed my eyes and folded my hands. Providence determined how I would say goodbye.EmbedShare URLCopyEmbedCopy"
52,Patti Smith,As the Night Goes By,"Darlin' come under cover
Another night to discover
Let's slip where senses gather
Let's drift between the sea and sky
As the night goes by
Sands shift
Orchids so strange
In the moonlight
Brushing our faces
Places where love blooms
And dies
While the night goes by
Oh, and the spirits call
Sun upon your shadows fall
Tracing every breath we draw
Come into my dreams
Darlin' let's go where the night goes
Let's drift where senses gather
Let's make this night last forever
Into my dreams
Darlin' let's go
Where the night goes
Time slips
Oh darlin' how it flies
When the night goes by
All through the night
Sirens call
Come to me
I'll come to you
As the night softly
Goes by bye
Midnight
Moon on our shoulder
Daybreak
Another one older
Darlin' heavenly blue
Glories fade into view
Let's go
Under the stars
That are beating
Under the moonlight
Stars shoot
Dusk just a whisper
Make this night
Last forever
Oh how I wonder
Where the night goes
Oh let's wonder
Where the night goes by
As the night goes
By byeEmbedShare URLCopyEmbedCopy"
53,Patti Smith,Fireflies,"I been a'walking
Wherefore am I walking
I been a'walking
If you see me walking
A'walking a'wandering
If you see me walking
Don't ever turn your eye
Don't turn away don't turn away
I'm coming to you

Eleven steps 'til I can rest
Eleven steps 'til I'm blessed by you

I and I alone can but do for you
To twist in my hand the thorn of thy youth
To draw thy seed to turn in birth
Thy sighs thy moans I and I alone

Nine steps 'til I can rest
Nine steps 'til I'm blessed by you

I will wash your feet and dry them with my hair
I will give to you every other tear
Thy mouth thy spear thy season of mirth
Seven steps until I can rest
Seven steps 'til I'm blessed by you

All I ever wanted, I wanted, I wanted
All I ever wanted, I wanted, I wanted
Thy highs thy lows I and I alone
Ghost of thy ghost walk I will walk
A burning stem to illume thy night

Five steps 'til I can rest
Five steps 'til I'm blessed by you
Four steps 'til I can rest
Four steps 'til I'm blessed by you
Three steps 'til I can rest
Three steps 'til I'm blessed by you
Two steps 'til I can rest
Two steps 'til I'm blessed by you

Blood of my blood bone of my bone
Can but do for you I and I aloneEmbedShare URLCopyEmbedCopy"
54,Patti Smith,Trampin’,"I'm trampin', trampin'
Try'n-a make heaven my home
I'm trampin trampin
Try'n-a make heaven my home...
I've never been to heaven
But I've been told
Try'n-a make heaven my home
That the streets up there
Are paved with gold
Try'n-a make heaven my home
I'm trampin trampin
Try'n-a make heaven my home
I'm trampin trampin
Try'n-a make heaven my home...EmbedShare URLCopyEmbedCopy"
55,Patti Smith,Waiting Underground,"If you believe all your hope is gone
Down the drain of your humankind
The time has arrived
You be waiting here
As I was in a snow white shroud
Waiting underground
There by the ridge, be a gathering
Beneath the pilgrim moon
There we shall await, the beat
Of your feet, hammering the earth
Where the great ones tremble
In their snow white shrouds
Waiting underground
If you seek the kingdom, come along
Waiting by the ridge, there'll be a gathering
Beneath the pilgrim moon
Where the river thunders
Where we shall await, the beat
Of your feet, hammering the earth
And as the earth resounds
Where the great ones tremble
And your humankind becomes as one
Then we will arise in our snow white shrouds
Then we will be as one
But until that day we will just await
In our snow white shrouds
Waiting underground
Waiting undergroundEmbedShare URLCopyEmbedCopy"
56,Patti Smith,Mother Rose,"Mother rose Every little morn'
To tend to me There she stood
Waiting by the door Selflessly
Took my hand Took it with a smile tenderly
Mother rose Every little morn'
To tend to me Now's the time
To turn the view Now that I have you
And I'll rise Every little morn'
To tend to thee When you rise
Open up your eyes You will see
There I'll be Waiting by the door
Come to me Take my hand
Look into your heart There I'll be
Now's the time To turn the view
Now that I have you
Now's the time To turn the view
Now that I have you
Roses growing by my door Climbing up the vine
All the thorns and pain obscured Roses shall divine
Where we feel no pain And the love inside
Where roses climb Roses shall divine
Roses shall divine Holy mother
Mother of gold Mother with stories
Told and retold She felt our tears
Heard our sighs And turned to gold
Before our eyes She rose into the light
She rose into the light She rose into the lightEmbedShare URLCopyEmbedCopy"
57,Patti Smith,Radio Ethiopia/Abyssinia,"Oh I'll send you a telegram
Oh I have some information for you
Oh I'll send you a telegram
Send it deep in the heart of you
Deep in the heart of your brain is a lever
Deep in the heart of your brain is a switch
Deep in the heart of your flesh you are clever
Oh you met your match in a bitch
There will be no famine in my existence
I merge with people of the hills
People of Ethiopia
Your opiate is the air that you breathe
All those mint bushes around you
Are the perfect thing for your system
Aww clean clean it out
You must rid yourself from these these animal fixations
You must release yourself
From the thickening blackmail of elephantiasis
You must divide the wheat from the rats
You must turn around and look oh God
When I see Brancusi
His eyes searching out the infinite
Abstract spaces in the radio
Rude hands of sculptor
Now gripped around the neck of a Duo-Sonic
I swear on your eyes no pretty words will sway meEmbedShare URLCopyEmbedCopy"
58,Patti Smith,Maria,"At the edge of the world
Where you were no one
Yet you were the girl
The only one
At the edge of the world
In the desert heat
One shivering star
Sweet indiscreet
I knew you
When we were young
I knew you
Now you're gone
In a little Narcissus pool
Drawn by its spell
We saw ourselves
Raw excitable
I knew you
When we were young
I knew you
Now you're gone
We didn't know
The precariousness of our young powers
All the emptiness
Wild wild hair
Sad sad eyes
White shirt / black tie
You were mine
You grabbed the ring
Of the carousel
Tangoing
From Heaven
To Hell
I knew youEmbedShare URLCopyEmbedCopy"
59,Patti Smith,Everybody Wants to Rule the World,"Welcome to your life
There's no turning back
Even while sleep
We will find you
Acting on your best behaviour
Turn your back on mother nature
Everybody wants to rule the world
It's my own design
It's my own remorse
Help me to decide
Help make the most
Of freedom and of pleasure
Nothing ever lasts forever
Everybody wants to rule the world
There's a room where the light won't find you
Holding hands while the walls come tumbling down
When they do I'll be right behind you
So glad we've almost made it
So sad they had fade it
Everybody wants to rule the world
I can't stand this indecision
Married with a lack of vision
Everybody wants to rule the world
Say that you'll never never never need it
One headline why believe it ?
Everybody wants to rule the world
All for freedom and for pleasure
Nothing ever lasts forever
Everybody wants to rule the worldEmbedShare URLCopyEmbedCopy"
60,Patti Smith,Nine,"Night a nine of diamonds
A woman lay and cries
At the Sister of Mercy
On a Sabbath day
Night a nine of diamonds
As revelers commence
To shiver as she bore
In a babe, a radiance
Brave in constant motion
Wherein perfection brews
Darkness as his brother
Mischief as his moon
Summoning beneath
With his gypsy moves
Yearning as the foal
Shy and beautiful
Every card he drew
Had a different face
Lingering and lost
Unholy holy ghosts
I tend to play them all
He spoke with confidence
Another kind of strange
To shift in loneliness
He sought not for himself
The empire he would find
Save the golden womb
He enters in his mind
We will die a little
The rogues whistling
Nine blue-eyed sailors
Tip their caps to him
As he passes through them
More vagabond than king
With diamonds on his sleeves
Like a harlequinEmbedShare URLCopyEmbedCopy"
61,Patti Smith,Soul Kitchen,"Well, the clock says it's time to close now
I guess I'd better go now
I'd really like to stay here all night
The cars crawl past all stuffed with eyes
Street lights share their hollow glow
Your brain seems bruised with numb surprise
Still one place to go
Still one place to go
Let me sleep all night in your soul kitchen
Warm my mind near your gentle stove
Turn me out and I'll wander baby
Stumblin' in the neon groves
Well, your fingers weave quick minarets
Speak in secret alphabets
I light another cigarette
Learn to forget, learn to forget
Learn to forget, learn to forget
Let me sleep all night in your soul kitchen
Warm my mind near your gentle stove
Turn me out and I'll wander baby
Stumblin' in the neon groves
Well the clock says it's time to close now
I know I have to go now
I really want to stay here
All night, all night, all nightEmbedShare URLCopyEmbedCopy"
62,Patti Smith,Memorial Song (Live),"Little emerald bird
Wants to fly away
If I cup my hand
Could I make him stay
Little emerald soul
Little emerald eye
Little emerald soul
Must you say good-bye
All the things that we pursue
All that we dream are composed
As nature knew in a feather green
Little emerald bird
As you light afar it is true I heard
God is where you are little emerald soul
Little emerald eye little emerald bird
We must say good-byeEmbedShare URLCopyEmbedCopy"
63,Patti Smith,Don’t Say Nothing,"Lower the thing the skin of a cat
Skin it to the left just laying there
No other thing is luck like that
And you set it said it said nothing
Went to the party very discouraged
I watched the litter pile like a wall
I looked at the river just couldn't forgive it
It was ladened with all kinds of shit
Still I admit that I didn't say nothing
I turned my back walked away
Got to face the fact that I didn't say nothing
Everyone was dancing I stood over in the corner
I was listening they were saying this and saying that
And putting this one down but nothing was delivered
Nothing good was coming I just stood there
I couldn't believe it but I didn't say nothing
I walked the floor then I looked away
Got to face the fact that I didn't say nothing
How long how long will we make do
Maybe it's time to break on through
Gonna lift my skirts gonna straighten up
Gonna get well I'm gonna do something
Gonna face the fact gonna give it back
And I'm gonna do something won't hold my tongue
Won't hold the thought won't hold the card
Well I'm gonna do something
Oh my brain I got to complain
You can refrain but I'm gonna do something
How long how long will we make do
Maybe it's time to break on through
Out in the desert I saw that old cat skinned
I saw it floating in the river
I saw and no one seemed to mind
They sat there they sat there watching the sun
I saw it float away and I watched the buildings crumble
Like dust in the hand and we watched the sun
Spread its wings and fly away
And in the mountains a cry echoes
Don't say nothing
Don't say nothing no
Don't say nothing noEmbedShare URLCopyEmbedCopy"
64,Patti Smith,Helpless,"There is a town in north ontario
With dream comfort memory to spare
And in my mind I still need a place to go
All my changes were there
Blue, blue windows behind the stars
Yellow moon on the rise
Big birds flying across the sky
Throwing shadows on our eyes
Leave us
Helpless, helpless, helpless
Baby can you hear me now?
The chains are locked and tied across the door
Baby, sing with me somehow
Blue, blue windows behind the stars
Yellow moon on the rise
Big birds flying across the sky
Throwing shadows on our eyes
Leave us
Helpless, helpless, helplessEmbedShare URLCopyEmbedCopy"
65,Patti Smith,Lo and Beholden,"I was alone and content in my world
Dancing on air
You sent to me a message that said
I like your style
Will you come to the temple tonight
And dance for me there
I pledge to you all that you wish
The moon and the stars
Lo and beholden
Why don't you give it up
Lo and beholden Come on you know it's true
Lo and beholden
Oh I'm beholden to you
In the palace there was wild reverie
And the look in your eyes
As I dropped veil after veil
Was drunken desire
The dove calls and God notes it all
The naked truth
Here is my veil the seventh and last
It will cost you
Lo and beholden
Why don't you give it up
Lo and beholden
Come on you know it's true
Lo and beholden
Oh I'm beholden to you
The royal word has passed
The prophet's head is all I ask
For beauty and the naked truth
It will cost you
Lo and beholden
Why don't you give it up
Lo and beholden
Come on you know it's true
Lo and beholden
Oh I'm beholden to youEmbedShare URLCopyEmbedCopy"
66,Patti Smith,Blue Poles,"Mother as I write the sun dissolves
Blood life streaming cross my hand
And these words, these words
Hope dashed immortal hope
Hope streaking the canvas sky
Blue poles infinitely winding, as I write, as I write
Blue poles infinitely winding, as I write, as I write
We joined the long caravan
Hungry dreaming going west
Just for work just to get a job
And we never got lucky
We just forged on
And the dust the endless dust
Like a plague it covered everything
Hal fell with the fever
And mother I did what I could
Blue poles infinitely winding, as I write, as I write
Blue poles infinitely winding, as I write, as I write
We prayed we prayed for rain
I never wanted to see the sun again
All my dresses you made hand
We left behind on the road
Hal died in my arms
We buried him by the river
Blue poles infinitely winding, as I write, as I write
"
67,Patti Smith,Up There Down There,"Up there
There's a ball of fire
Some call it the spirit
Some call it the sun
Its energies are not for hire
It serves man it serves everyone

Down there where Jonah wails
In the healing water
In the ready depths
Twisting like silver swans
No line of death no boundaries
Up there the eye is hollow the eye is winking
The winds ablaze angels howling
The sphinx awakens
But what can she say
You'd be amazed
Down there
Your days are numbered
Nothing to fear
There will be trumpets
There will be silence
In the end the end
Will be here just here
Ahh the borders of heaven
Are zipped up tight tonight
The abstract streets
The lights like some switched-on Mondrian
Cats like us are obsolete
Hey Man don't breath on my feet
Thieves, poets we're inside out
And everybody's a soldier
Angels howl at those abstract lights
And the borders of heaven
Are zipped up tight tonight

The air we breathe
The flame of wisdom
The earth we grind
The beckoning sea
It's no mystery
Not sentimental
Ahh the equation
It's all elemental
The world is restless
Heaven in flux
Angels appears
From the bright storm
Out of the shadows
Up there, down there
But what can we say
Man's been forewarned

All communion is not holy
Even those that fail
They can prophet that fall
It's all for man
It's for everyone
It's up there, down there
Everywhere
Time for communion
Talking communionEmbedShare URLCopyEmbedCopy"
68,Patti Smith,China Bird,"One fine day these words I pray
Will breathe a truth
Within yourself upon a shelf
A life anew
So many roads
It's hard to know what to do
All your dreams
All it seems
Is as you choose
For destiny my china bird
Is calling for you
The world turns
The flame burns
Bright and true
Near and far
Where you are
Guiding you china bird
The open skies
Are yearning for you
If they say it's not that way
Hold your view
With my love fly above
A light anew
Oh spread your wings
The open sky
Is calling to you china bird
My heart is yearning for you
If you fly away
I'll be waiting come what may
All my love a fragile ray
For you for youEmbedShare URLCopyEmbedCopy"
69,Patti Smith,My Madrigal,"We waltzed beneath motionless skies
All heaven's glory turned in your eyes
We expressed such sweet vows
Oh, 'til death do us part
Oh, 'til death do us part
We waltzed beneath God's point of view
Knowing no ending to our rendezvous
We expressed such sweet vows
Oh, 'til death do us part
Oh, 'til death do us part
We waltzed beneath motionless skies
All heaven's glory turned in your eyes
You pledged me your heart
'Til death do us part
You pledged me your heart
Oh, 'til death do us part
"
70,Patti Smith,Going Under,"Sun is rising on the water
Light is dancing again
Let's go under where the sun beams
Let's go under my friend
Are we sleeping
Are we dreaming
Are we dancing again
Is it heaven crack it open
And we'll slide down its stream
We can hold on (I'm sure)
To the sea's foaming mane
It will serve us
We'll surface
And we'll plunge back again
Sun is rising on the water
Light is dancing like a flame
There's no burning where the sun beams
Oh it's such a lovely game
Does the sea dream (I'm sure)
We are here, we attend
We are bells on the shore
As the tolling suspends
Who will decide the shape of things
The shift of being
Who will perceive when life is new
Shall we divide and become another
Who is due for gift upon gift
Who will decide
Shall we swim over and over
The curve of a wing
Its destination ever hanging
Sun is rising on the water
Light is dancing like a flame
Let's go waltzing on the water
Let's go under again
Let's go under
"
71,Patti Smith,Path That Cross,"Speak to me
Speak to me heart
I feel a needing
To bridge the clouds
Softly go
A way I wish to know to know
Oh you'll tide
Surely dance in a ring
Backward and forwards
Those who seek
Feel the glow
A glow we all will know
On that day filled with grace
And the heart's communion
Steps we take steps we trace
Into the light of reunion

Paths that cross
Will cross again
Paths that cross
Will cross again

Speak to me
Speak to me shadow
I spin from the wheel
Nothing at all save the need
The need to weave
A silk of souls
That whisper whisper
A silk of souls
That whispers to me
Speak to me heart
All things renew
Hearts will mend
'Round the bend
Paths that cross
Cross again
Paths that cross
Will cross again

Rise up hold the reins
We'll meet again
I don't when
Hold tight bye bye

Paths that cross
Will cross again
Paths that cross
Will cross againEmbedShare URLCopyEmbedCopy"
72,Patti Smith,Gimme Shelter,"Oh, a storm is threat'ning
My very life today
If I don't get some shelter
Oh yeah, I'm gonna fade away
War, children
It's just a shot away
It's just a shot away
War, children
It's just a shot away
It's just a shot away
Ooh, see the fire is sweepin'
Our very street today
Burns like a red coal carpet
Mad bull lost his way
War, children
It's just a shot away
It's just a shot away
War, children
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away, shot away
The floods is threat'ning
My very life today
Gimme, gimme shelter
Or I'm gonna fade away
War, children
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
I tell you love, sister
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
Kiss away, kiss away
Love
It's just a kiss away
Just a kiss away
Love
Oh, love, love, love
Love
LoveEmbedShare URLCopyEmbedCopy"
73,Patti Smith,Strange Messengers,"I looked upon the book of life
Tracing the lines of face after face
Looking down at their naked feet
Bound in chains bound in chains
Chains of leather chains of gold
We knew it was wrong but we looked away
And paraded them down the colonial streets
And that's how they became enslaved
They came across on the great ships
Mothers separated from their babes
Husbands stood on the auction block
Bound in chains bound in chains
Chains of leather chains of gold
Men knew it was wrong but they looked away
And led them to toil in fields of white
As they turned their necks to a bitter landscape
Oh the people I hear them calling
Am I not a man and a brother
Am I not a woman and a sister
History sends us such strange messengers
They come down through time
To embrace to enrage
And in their arms even stranger fruit
And they swing from the trees
With their vision in flames
Ropes of leather ropes of gold
Men knew it was wrong but they looked away
Messengers swinging from twisted rope
As they turned their necks to a bitter landscape
Oh the people I hear them calling
Am I not a man and a brother
Am I not a woman and a siste
R We will be heard we will be heardEmbedShare URLCopyEmbedCopy"
74,Patti Smith,Farewell Reel,"It's been a hard time
And when it rains
It rains on me
The sky just opens
And when it rains
It pours

I walk alone
Assaulted it seems
By tears of heaven
And darling I can't help
Thinking those tears are yours
Our wild love came from above
And wilder still
Is the wind that howls
Like a voice that knows it's gone
Cause darling you died
And well I cried
But I'll get by
Salute our love
And send you a smile
And move on
So darling farewell
All will be well
And then all will be fine
The children will rise
Strong and happy be sure
Cause your love flows
And the corn still grows
And God only knows
We're only given
As much as the heart can endure
But I don't know why
But when it rains
It rains on me
The sky just opens
And when it rains
It pours

But I look up
And a rainbow appears
Like a smile from heaven
And darling I can't
Help thinking that smile
Is yoursEmbedShare URLCopyEmbedCopy"
75,Patti Smith,Last Call,"In a mansion high the young man stood
Ready to join his companions good
Outside the scent of magnolia blossoms
Down streets of gold the children were racing
Just another wandering soul
Adrift among the stars
Just another human heart
Led, led away
He put his shoes on and he laid down
Outside the clouds were swiftly gathering
He drained his cup and he stirred the mixture
And he closed his eyes as his conscience whispered
Just another wandering soul
Adrift among the stars
Just another human heart
Led, led away
Misgivings unspoken he joined his companions
His face covered over in a mansion high
Outside the children gazed in wonder
At the quickening sky then slowly disbanded
Thirty-nine wandering souls
Adrift among the stars
Thirty-nine human hearts
Led, led away
His burning skin cooled by angels
Swallowing sorrows excretion
It's all excretion
Felled by his hand or the mind of another man
Who makes the decisions
Lends no provisions for mere eternal rides
Learning of course every alien force
Even Christ yearns to be
To possess the skin
And bone the blood of man
Who tends the flock who breaks the bread
Who makes his own choices
Won't listen to voices
Accept no false teachers
False preachers, good deeders
With their hands out stretched
To be filled with your money
Your mind, your heart, your imagination
Sympathy, empathy
Acknowledge all man as fellow creation
But don't follow him
Don't be led awayEmbedShare URLCopyEmbedCopy"
76,Patti Smith,Where Duty Calls,"In a room in Lebanon
They silently slept
They were dreaming crazy dreams
In a foreign alphabet
Lucky young boys
Cross on the main
The driver was approaching
The American zone
The waving of hands
The tiniest train
They never dreamed
They'd never wake again
Voice of the Swarm
We follow we fall
Some kneel for priests
Some wail at walls
Flag on a match head
God or the law
And they'll all go together
Where duty calls
United children
Child of Iran
Parallel prayers
Baseball Koran
I'll protect mama
I'll lie awake
I'll die for Allah
In a holy war
I'll be a ranger
I'll guard the streams
I'll be a soldier
A sleeping marine
In the heart of the ancient
Ali smiles
In the soul of the desert
The sun blooms awake
Into the glare of all our little wars
Who pray to return to salute
The coming and dying of the moon
Oh sleeping sun
Assassin in prayer
Laid a compass deep
Exploding dawn
And himself as well
Their eyes for his eyes
Their breath for his breath
All to his end
And a room in Lebanon
Dust of scenes
Erase and blend
May the blanket of kings
Cover them and him
Forgive them Father
They know not what they do
From the vast portals
Of their consciousness
They're calling to you
-This was written in memory of those who lost their lives in the
Destruction of the First Battalion, 8th Marine Headquarters, Beirut, October 23, 1983. Two hundred and forty-one marines, sailors, and
Soldiers on a peacekeeping mission perished with their assassinEmbedShare URLCopyEmbedCopy"
77,Patti Smith,Pumping,"Oh I see you stare spi-pi-pi-pi-pi-pi (spiraling) up there and ho
Oh, into the center of my brain, and baby come, baby go
And free the hurricane, oh, I go into the center of the airplane
Baby gotta move to the center of my pain
And my heart starts pumping, my fists start pumping
Upset, total abandon, you know I love you so
Total abandon, ooh, walla walla walla
Oh I see you stare spi-pi-pi-pi-pi-pi (spiraling) up there and ho
Oh, into the center of my brain and baby come, baby go
And free the hurricane, oh I go into the center of the airplane
Baby gotta box in the center of the ring
And my heart starts pumping, my fists start pumping
Upset, total abandon, you know I love you so
Total abandon, ooh wah
Oh I go into the center of the airplane
Baby gotta go to the center of my brain
And my heart starts pumping, my fists start pumping
Got no recollection of my past reflection
So I'm free to move in the resurrection
My heart starts pumping, my fists start pumping
My heart pumping, my heart pumping, my heart pumping
Coming in the airport, coming in the sea
Coming in the garden, got a conscious stream
Coming in a washroom, coming on a plane
Coming in a force field, coming in my brain
And my heart, my heart
Total abandon, total abandon, total abandon
Total abandon, total abandon, total abandon
Total abandon
Oh I go into the center of the airplane
Baby gotta move to the center of my brain
My heart ohEmbedShare URLCopyEmbedCopy"
78,Patti Smith,Fuji-San,"Oh mountain of our eyes
What do you see?
The girl with the almond eyes
Bowing to thee
Immortal soldiers
Clear the path
Shake the almond tree
Oh mountain of our eyes
Oh hear our plea
Oh hear our plea
See the five finger lakes
Like a hand in blue
Climbing sideways up the pure
To get a glimpse of you
To get a glimpse of you
The great lake
The white shirt
Your white cloak
Divine divine
Oh mountain
Of mine
Oh Fuji-San
We're climbing
Into the blue
Into the mist
Into the bright
Into your light
Oh mountain of our eyes
We're calling you
Will you hear our cries?
What will the poor boy do?
What will the poor girl do?
Hey!
We're calling to you
Oh Fuji-San
Oh Fuji-San
Oh Fuji-San
Oh mountain of our eyes
What do you see?
The girl with the almond eyes
Shaking her tree
Shaking the almond treeEmbedShare URLCopyEmbedCopy"
